Debit/Credit,Date,Description,Table Heading, Amount , Outstanding Balance ,,,In QB?,Date,Account
Credit,9/17/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,300,"452,453.20",,0,,,
Credit,9/18/2018,Online Transfer From Chk ...7365 Transaction#: 7498630704,Deposits And Additions,"6,675.00","459,128.20",,0,,,
Credit,9/18/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,205,"459,333.20",,0,,,
Debit,9/18/2018,09/18 Online ACH Payment 5204242400 To Michele Cobb (_######6800),Electronic Withdrawals,"-5,738.08","453,595.12",,0,,,
Credit,9/19/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,837.5,"454,432.62",,0,,,
Credit,9/20/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,570,"455,002.62",,0,,,
Credit,9/21/2018,Penguin Random H ACH Paymnt 0000066372 CCD ID: 1462905685,Deposits And Additions,900,"455,902.62",,0,,,
Credit,9/21/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,560,"456,462.62",,0,,,
Credit,9/24/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,122.5,"456,585.12",,0,,,
Credit,9/24/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,200,"456,785.12",,0,,,
Credit,9/24/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,240,"457,025.12",,0,,,
Credit,9/25/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,240,"457,265.12",,0,,,
Debit,9/26/2018,09/26 Online Payment 7426336669 To Over The River Public Relations,Electronic Withdrawals,"-3,000.00","454,265.12",,0,,,
Debit,9/26/2018,Recurring Card Purchase 09/25 Fedex 400249483 800-4633339 TN Card 0698,Atm & Debit Card Withdrawals,-58.24,"454,206.88",,0,,,
Debit,9/26/2018,Card Purchase 09/25 Zoom.US 888-799-9666 CA Card 0698,Atm & Debit Card Withdrawals,-59.87,"454,147.01",,0,,,
Credit,9/26/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,632.5,"454,779.51",,0,,,
Credit,9/27/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,947.5,"455,727.01",,0,,,
Debit,9/28/2018,Recurring Card Purchase 09/27 Eig*Constantcontact.CO 855-2295506 MA Card 0698,Atm & Debit Card Withdrawals,-70.77,"455,656.24",,0,,,
Credit,9/28/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"1,120.00","456,776.24",,0,,,
Credit,10/1/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,570,"457,346.24",,0,,,
Credit,10/1/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"1,562.50","458,908.74",,0,,,
Credit,10/1/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"4,820.00","463,728.74",,0,,,
Credit,10/1/2018,Fedwire Credit Via: Wells Fargo Bank/121000248 B/O: Volume Svcs America Inc Greenville,Deposits And Additions,"2,448.71","466,177.45",,0,,,
Debit,10/2/2018,Bankcard-8566 Mtot Disc 518089424394518 CCD ID: 1592126793,Electronic Withdrawals,-720.79,"465,456.66",,0,,,
Debit,10/2/2018,Card Purchase 10/01 Linode.Com 855-4546633 NJ Card 0698,Atm & Debit Card Withdrawals,-55,"465,401.66",,0,,,
Credit,10/2/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,850,"466,251.66",,0,,,
Credit,10/3/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"4,336.25","470,587.91",,0,,,
Debit,10/3/2018,Service Charges For The Month of September,Fees,-34.95,"470,552.96",,0,,,
Credit,10/4/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,456.25,"471,009.21",,0,,,
Debit,10/4/2018,"Bluepay,Inc. 8667398324 100624214879 CCD ID: 0000000380",Electronic Withdrawals,-39.95,"470,969.26",,0,,,
Debit,10/5/2018,Recurring Card Purchase 10/04 Web*Networksolutions 888-6429675 FL Card 0698,Atm & Debit Card Withdrawals,-69.97,"470,899.29",,0,,,
Credit,10/5/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"1,540.00","472,439.29",,0,,,
Credit,10/9/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,246.25,"472,685.54",,0,,,
Credit,10/9/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,20,"472,705.54",,0,,,
Debit,10/9/2018,Recurring Card Purchase 10/06 Fedex 451051899 800-4633339 TN Card 0698,Atm & Debit Card Withdrawals,-644.52,"472,061.02",,0,,,
Credit,10/9/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,962.5,"473,023.52",,0,,,
Debit,10/9/2018,10/09 Online Payment 7560060573 To Bailey Duquette P.C.,Electronic Withdrawals,"-3,750.00","469,273.52",,0,,,
Debit,10/9/2018,10/09 Online ACH Payment 5204992627 To Michele Cobb (_######6800),Electronic Withdrawals,"-1,614.69","467,658.83",,0,,,
Credit,10/10/2018,Remote Online Deposit 1,Deposits And Additions,"1,350.00","469,008.83",,0,,,
Credit,10/10/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,595,"469,603.83",,0,,,
Debit,10/10/2018,Recurring Card Purchase 10/10 Google *Google Storag 855-836-3987 CA Card 0698,Atm & Debit Card Withdrawals,-9.99,"469,593.84",,0,,,
Debit,10/10/2018,Recurring Card Purchase 10/09 Fedex 451396791 800-4633339 TN Card 0698,Atm & Debit Card Withdrawals,-35.94,"469,557.90",,0,,,
Credit,10/10/2018,Remote Online Deposit 1,Deposits And Additions,300,"469,857.90",,0,,,
Credit,10/11/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"1,040.00","470,897.90",,0,,,
Credit,10/12/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,226.25,"471,124.15",,0,,,
Debit,10/15/2018,Recurring Card Purchase 10/13 Vbs*Vonage Business 866-901-0242 GA Card 0698,Atm & Debit Card Withdrawals,-87.85,"471,036.30",,0,,,
Debit,10/15/2018,Card Purchase 10/13 Frames 212-268-6909 NY Card 0698,Atm & Debit Card Withdrawals,"-1,638.13","469,398.17",,0,,,
Credit,10/15/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,226.25,"469,624.42",,0,,,
Debit,10/15/2018,Recurring Card Purchase 10/13 Stamps.Com 855-608-2677 CA Card 0698,Atm & Debit Card Withdrawals,-15.99,"469,608.43",,0,,,
Credit,10/15/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,826.25,"470,434.68",,0,,,
Credit,10/15/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,432.5,"470,867.18",,0,,,
Debit,10/15/2018,Recurring Card Purchase 10/14 Rackspace Email & App 210-312-4000 TX Card 0698,Atm & Debit Card Withdrawals,-13.46,"470,853.72",,0,,,
Debit,10/16/2018,Card Purchase 10/15 Paypal *UPS US Ship 402-935-7733 GA Card 0698,Atm & Debit Card Withdrawals,-26.56,"470,827.16",,0,,,
Debit,10/16/2018,Card Purchase 10/15 Paypal *UPS US Ship 402-935-7733 GA Card 0698,Atm & Debit Card Withdrawals,-43.65,"470,783.51",,0,,,
Debit,10/16/2018,Recurring Card Purchase 10/15 Smk*Surveymonkey.Com 971-2445555 CA Card 0698,Atm & Debit Card Withdrawals,-29,"470,754.51",,0,,,
Credit,10/17/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,200,"470,954.51",,0,,,
Debit,10/18/2018,Recurring Card Purchase 10/17 Fedex 452204972 800-4633339 TN Card 0698,Atm & Debit Card Withdrawals,-25.88,"470,928.63",,0,,,
Credit,10/19/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,206.25,"471,134.88",,0,,,
Debit,10/22/2018,Recurring Card Purchase 10/20 Web*Networksolutions 888-6429675 FL Card 0698,Atm & Debit Card Withdrawals,-69.99,"471,064.89",,0,,,
Credit,10/22/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,165,"471,229.89",,0,,,
Credit,10/22/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,412.5,"471,642.39",,0,,,
Debit,10/24/2018,10/24 Online Payment 7519472693 To Over The River Public Relations,Electronic Withdrawals,"-6,000.00","465,642.39",,0,,,
Credit,10/24/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,30,"465,672.39",,0,,,
Credit,10/25/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,435,"466,107.39",,0,,,
Debit,10/26/2018,Card Purchase 10/25 Zoom.US 888-799-9666 CA Card 0698,Atm & Debit Card Withdrawals,-59.87,"466,047.52",,0,,,
Credit,10/26/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,266.25,"466,313.77",,0,,,
Credit,10/29/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,375,"466,688.77",,0,,,
Debit,10/29/2018,Recurring Card Purchase 10/28 Eig*Constantcontact.CO 855-2295506 MA Card 0698,Atm & Debit Card Withdrawals,-70.77,"466,618.00",,0,,,
Debit,10/29/2018,Recurring Card Purchase 10/26 Vimeo Plus 000-000-0000 NY Card 0698,Atm & Debit Card Withdrawals,-91.46,"466,526.54",,0,,,
Debit,10/29/2018,Recurring Card Purchase 10/28 Web*Networksolutions 888-6429675 FL Card 0698,Atm & Debit Card Withdrawals,-39.99,"466,486.55",,0,,,
Debit,10/31/2018,10/31 Online Domestic Wire Transfer Via: Capital One NA/021407912 A/C: Guastavinos Inc,Electronic Withdrawals,"-23,389.62","443,096.93",,0,,,
Credit,10/31/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,30,"443,126.93",,0,,,
Debit,10/31/2018,"10/30 Online Payment 7619931720 To Edison Media Research, Inc.",Electronic Withdrawals,"-16,000.00","427,126.93",,0,,,
Credit,11/1/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,170,"427,296.93",,0,,,
Debit,11/1/2018,Recurring Card Purchase 10/31 Fedex 453598631 800-4633339 TN Card 0698,Atm & Debit Card Withdrawals,-175.38,"427,121.55",,0,,,
Debit,11/2/2018,Card Purchase 11/01 Linode.Com 855-4546633 NJ Card 0698,Atm & Debit Card Withdrawals,-55,"427,066.55",,0,,,
Credit,11/2/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,30,"427,096.55",,0,,,
Debit,11/2/2018,Bankcard-8566 Mtot Disc 518089424394518 CCD ID: 1592126793,Electronic Withdrawals,-613.51,"426,483.04",,0,,,
Credit,11/5/2018,Remote Online Deposit 1,Deposits And Additions,"3,900.00","430,383.04",,0,,,
Debit,11/5/2018,Service Charges For The Month of October,Fees,-34.95,"430,348.09",,0,,,
Credit,11/5/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,281.25,"430,629.34",,0,,,
Credit,11/5/2018,Remote Online Deposit 1,Deposits And Additions,"2,700.00","433,329.34",,0,,,
Credit,11/5/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,618.75,"433,948.09",,0,,,
Credit,11/8/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,165,"434,113.09",,0,,,
Credit,11/9/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,236.25,"434,349.34",,0,,,
Debit,11/9/2018,11/09 Online Transfer To Chk ...7365 Transaction#: 7650405896,Electronic Withdrawals,"-6,675.00","427,674.34",,0,,,
Debit,11/9/2018,11/09 Online ACH Payment 5206214693 To Michele Cobb (_######6800),Electronic Withdrawals,"-7,455.91","420,218.43",,0,,,
Credit,11/13/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,330,"420,548.43",,0,,,
Debit,11/13/2018,Recurring Card Purchase 11/10 Google *Google Storag 855-836-3987 CA Card 0698,Atm & Debit Card Withdrawals,-9.99,"420,538.44",,0,,,
Debit,11/13/2018,Recurring Card Purchase 11/13 Stamps.Com 855-608-2677 CA Card 0698,Atm & Debit Card Withdrawals,-15.99,"420,522.45",,0,,,
Credit,11/13/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,206.25,"420,728.70",,0,,,
Credit,11/13/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,30,"420,758.70",,0,,,
Debit,11/14/2018,Recurring Card Purchase 11/13 Vbs*Vonage Business 866-901-0242 GA Card 0698,Atm & Debit Card Withdrawals,-88.39,"420,670.31",,0,,,
Debit,11/14/2018,Recurring Card Purchase 11/14 Rackspace Email & App 210-312-4000 TX Card 0698,Atm & Debit Card Withdrawals,-12,"420,658.31",,0,,,
Credit,11/14/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"25,340.00","445,998.31",,0,,,
Credit,11/15/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"3,135.00","449,133.31",,0,,,
Credit,11/16/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"6,716.25","455,849.56",,0,,,
Debit,11/16/2018,Recurring Card Purchase 11/15 Smk*Surveymonkey.Com 971-2445555 CA Card 0698,Atm & Debit Card Withdrawals,-33,"455,816.56",,0,,,
Credit,11/19/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"2,550.00","458,366.56",,0,,,
Credit,11/19/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,165,"458,531.56",,0,,,
Credit,11/19/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"1,530.00","460,061.56",,0,,,
Credit,11/20/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,495,"460,556.56",,0,,,
Credit,11/21/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"1,125.00","461,681.56",,0,,,
Debit,11/21/2018,Yourmembership.C 7278270046 3240000705 CCD ID: 1900278160,Electronic Withdrawals,"-6,995.00","454,686.56",,0,,,
Credit,11/23/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"1,470.00","456,156.56",,0,,,
Credit,11/23/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"1,031.25","457,187.81",,0,,,
Debit,11/23/2018,Recurring Card Purchase 11/22 Fedex 460287218 800-4633339 TN Card 0698,Atm & Debit Card Withdrawals,-195.49,"456,992.32",,0,,,
Credit,11/26/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,165,"457,157.32",,0,,,
Debit,11/26/2018,11/26 Online Payment 7601566176 To Over The River Public Relations,Electronic Withdrawals,"-3,000.00","454,157.32",,0,,,
Credit,11/26/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,536.25,"454,693.57",,0,,,
Credit,11/26/2018,Remote Online Deposit 1,Deposits And Additions,"2,300.00","456,993.57",,0,,,
Credit,11/26/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,630,"457,623.57",,0,,,
Debit,11/26/2018,Card Purchase 11/25 Zoom.US 888-799-9666 CA Card 0698,Atm & Debit Card Withdrawals,-59.87,"457,563.70",,0,,,
Debit,11/27/2018,11/27 Online Payment 7700792056 To Your Membership,Electronic Withdrawals,"-6,995.00","450,568.70",,0,,,
Credit,11/27/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,495,"451,063.70",,0,,,
Debit,11/27/2018,"11/27 Online Payment 7700769500 To Simon & Schuster, Inc",Electronic Withdrawals,"-20,000.00","431,063.70",,0,,,
Debit,11/27/2018,11/27 Online Payment 7700798791 To Stripes,Electronic Withdrawals,"-1,956.52","429,107.18",,0,,,
Debit,11/28/2018,11/28 Online Payment 7702660517 To Bernstein & Associates,Electronic Withdrawals,"-1,250.00","427,857.18",,0,,,
Debit,11/28/2018,11/28 Online Payment 7702676234 To L Marques,Electronic Withdrawals,-750,"427,107.18",,0,,,
Debit,11/28/2018,11/28 Online ACH Payment 5207025663 To Reed Expo (_#####6760),Electronic Withdrawals,"-6,000.00","421,107.18",,0,,,
Debit,11/28/2018,Recurring Card Purchase 11/27 Eig*Constantcontact.CO 855-2295506 MA Card 0698,Atm & Debit Card Withdrawals,-70.77,"421,036.41",,0,,,
Credit,11/28/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,825,"421,861.41",,0,,,
Debit,11/28/2018,"Quickpay With Zelle Payment To Janet Benson, Inc. 7702656056",Electronic Withdrawals,-443.6,"421,417.81",,0,,,
Debit,11/28/2018,11/28 Online Payment 7702682249 To Aurrit Communications Group,Electronic Withdrawals,"-5,110.00","416,307.81",,0,,,
Credit,11/29/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"3,071.25","419,379.06",,0,,,
Debit,11/29/2018,11/29 Online ACH Payment 5207138464 To Michele Cobb (_######6800),Electronic Withdrawals,"-13,043.47","406,335.59",,0,,,
Debit,11/30/2018,Card Purchase 11/29 Usps Postage Stamps. 310-482-5800 CA Card 0698,Atm & Debit Card Withdrawals,-10,"406,325.59",,0,,,
Credit,11/30/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"3,495.00","409,820.59",,0,,,
Debit,11/30/2018,Card Purchase 11/29 Usps Postage Stamps. 310-482-5800 CA Card 0698,Atm & Debit Card Withdrawals,-10,"409,810.59",,0,,,
Debit,12/3/2018,Bankcard-8566 Mtot Disc 518089424394518 CCD ID: 1592126793,Electronic Withdrawals,"-2,436.11","407,374.48",,0,,,
Debit,12/3/2018,Card Purchase 12/01 Linode.Com 855-4546633 NJ Card 0698,Atm & Debit Card Withdrawals,-55,"407,319.48",,0,,,
Credit,12/3/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"2,561.25","409,880.73",,0,,,
Credit,12/3/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"1,571.25","411,451.98",,0,,,
Credit,12/3/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,195,"411,646.98",,0,,,
Credit,12/4/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,60,"411,706.98",,0,,,
Debit,12/5/2018,Service Charges For The Month of November,Fees,-34.95,"411,672.03",,0,,,
Credit,12/5/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,630,"412,302.03",,0,,,
Debit,12/5/2018,Card Purchase With Pin 12/05 Nst Modell's #3 171 New York NY Card 0698,Atm & Debit Card Withdrawals,-6.99,"412,295.04",,0,,,
Credit,12/6/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"1,001.25","413,296.29",,0,,,
Debit,12/6/2018,Card Purchase 12/05 Teresa's New York NY Card 0698,Atm & Debit Card Withdrawals,-92.22,"413,204.07",,0,,,
Debit,12/6/2018,Recurring Card Purchase 12/05 Fedex 461452541 800-4633339 TN Card 0698,Atm & Debit Card Withdrawals,-25.47,"413,178.60",,0,,,
Credit,12/7/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"1,005.00","414,183.60",,0,,,
Credit,12/10/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,495,"414,678.60",,0,,,
Credit,12/10/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,390,"415,068.60",,0,,,
Credit,12/10/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,330,"415,398.60",,0,,,
Debit,12/10/2018,Recurring Card Purchase 12/10 Google *Google Storag 855-836-3987 CA Card 0698,Atm & Debit Card Withdrawals,-9.99,"415,388.61",,0,,,
Credit,12/11/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,330,"415,718.61",,0,,,
Credit,12/11/2018,Fedwire Credit Via: The Bank of New York Mellon/021000018 B/O: Rakuten Kobo Inc,Deposits And Additions,300,"416,018.61",,0,,,
Credit,12/12/2018,Online Transfer From Chk ...7365 Transaction#: 7747656421,Deposits And Additions,671.72,"416,690.33",,0,,,
Credit,12/12/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"3,165.00","419,855.33",,0,,,
Debit,12/13/2018,Recurring Card Purchase 12/13 Fedex 462370952 800-4633339 TN Card 0698,Atm & Debit Card Withdrawals,-113.74,"419,741.59",,0,,,
Debit,12/13/2018,Recurring Card Purchase 12/12 Fedex 462263251 800-4633339 TN Card 0698,Atm & Debit Card Withdrawals,-671.72,"419,069.87",,0,,,
Debit,12/13/2018,Recurring Card Purchase 12/13 Stamps.Com 855-608-2677 CA Card 0698,Atm & Debit Card Withdrawals,-15.99,"419,053.88",,0,,,
Credit,12/13/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"15,347.50","434,401.38",,0,,,
Debit,12/14/2018,Recurring Card Purchase 12/13 Vbs*Vonage Business 866-901-0242 GA Card 0698,Atm & Debit Card Withdrawals,-88.39,"434,312.99",,0,,,
Credit,12/14/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"1,215.00","435,527.99",,0,,,
Debit,12/14/2018,Recurring Card Purchase 12/14 Rackspace Email & App 210-312-4000 TX Card 0698,Atm & Debit Card Withdrawals,-12,"435,515.99",,0,,,
Credit,12/14/2018,Credit Return: Online Payment 7700792056 To Your Membership,Deposits And Additions,"6,995.00","442,510.99",,0,,,
Credit,12/14/2018,Credit Return: Online Payment 7426336669 To Over The River Public Relations,Deposits And Additions,"3,000.00","445,510.99",,0,,,
Debit,12/17/2018,Recurring Card Purchase 12/15 Smk*Surveymonkey.Com 971-2445555 CA Card 0698,Atm & Debit Card Withdrawals,-33,"445,477.99",,0,,,
Debit,12/17/2018,Card Purchase 12/14 Audio Publishers Asso 917-653-0998 NY Card 0698,Atm & Debit Card Withdrawals,-400,"445,077.99",,0,,,
Credit,12/17/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"12,660.00","457,737.99",,0,,,
Credit,12/17/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,"2,490.00","460,227.99",,0,,,
Credit,12/17/2018,Bankcard-8566 Mtot Dep 518089424394518 CCD ID: 1592126793,Deposits And Additions,165,"460,392.99",,0,,,
